entity_id,year,absolute_ghg_scope_1,absolute_ghg_scope_2,intensity_ghg_scope_1,intensity_ghg_scope_2,total_carbon_emission
5001290,2018.0,6036.796,1248894.056,2.648,547.787,1254930.8520000002
5001290,2019.0,16724.37,1375305.54,6.663,547.884,1392029.9100000001
5001290,2020.0,19803.81,1019820.874,7.864,404.956,1039624.684
4825275,2004.0,17500125.18,29215.62352,1307.9416,2.183546058,17529340.80352
4825275,2005.0,18999852.02,25609.57566,1495.670006,2.015988026,19025461.59566
4825275,2006.0,45052641.4,35899.48493,2583.317359,2.05847559,45088540.88493
4825275,2008.0,31718464.58,37619.19887,1329.380334,1.576691174,31756083.778869998
4825275,2009.0,17907005.67,33370.43453,827.4467593,1.541980743,17940376.104530003
4825275,2010.0,22045328.72,1152150.79,951.5010553,49.72811732,23197479.509999998
4825275,2011.0,22978005.2,1106588.892,879.3529849,42.34842134,24084594.092
4825275,2012.0,21627848.64,1171605.799,874.8821177,47.39338523,22799454.439
4825275,2013.0,23628481.08,43536.81199,832.7128055,1.534320413,23672017.89199
4825275,2014.0,20620378.66,1168913.547,714.4083286,40.49787771,21789292.207
4825275,2015.0,16528997.15,1098000.0,704.2017774,46.77921744,17626997.15
4825275,2016.0,16180998.11,1040000.0,755.2243203,48.54047247,17220998.11
4825275,2017.0,16774146.3,1089040.749,635.728,41.274,17863187.049000002
4825275,2018.0,16628346.86,920832.197,683.378,37.844,17549179.057
4825275,2019.0,10786379.28,870523.61,513.461,41.439,11656902.889999999
4825275,2020.0,9565865.901,709033.0,426.168,31.588,10274898.901
4098284,2004.0,99638083.93,20364.92778,4155.24231,0.849285797,99658448.85778001
4098284,2005.0,104756007.3,15962.33541,5072.422197,0.772917053,104771969.63541
4098284,2006.0,82914514.31,18828.76105,3200.554083,0.726802401,82933343.07105
4098284,2007.0,87360111.75,23220.16764,2819.800851,0.749498223,87383331.91764
4098284,2008.0,55555109.23,22026.54984,1835.810957,0.727864315,55577135.77984
4098284,2009.0,48708494.69,25292.48206,1389.477887,0.7215034,48733787.17206
4098284,2010.0,39527831.39,661178.715,1010.595128,16.90413981,40189010.105000004
4098284,2011.0,52013977.07,690884.5913,1213.241451,16.11508812,52704861.6613
4098284,2012.0,53442590.23,656562.6977,1288.772945,15.83306943,54099152.9277
4098284,2013.0,46787507.98,702578.7282,1187.508943,17.83207867,47490086.7082
4098284,2014.0,31859810.01,581796.7532,1173.201059,21.42399992,32441606.7632
4098284,2015.0,33308957.37,811230.4453,1557.869015,37.94146903,34120187.8153
4098284,2016.0,29857300.76,805890.0,1473.870952,39.78182326,30663190.76
4098284,2017.0,34801769.12,707004.0,1482.048969,30.10808289,35508773.12
4098284,2018.0,31292645.09,591547.0,1355.914926,25.63181874,31884192.09
4098284,2019.0,17476356.37,418057.0,810.6298274,19.3913117,17894413.37
4098284,2020.0,10298310.0,457184.0,542.752,24.095,10755494.0
4098284,2021.0,10812036.0,433811.0,445.405,17.871,11245847.0
4072853,2004.0,76501487.25,228615.6751,1760.248237,5.260294321,76730102.9251
4072853,2005.0,69687968.78,59269.5269,1734.597755,1.475273136,69747238.3069
4072853,2006.0,65785041.63,56647.24344,1295.379511,1.115446257,65841688.873440005
4072853,2007.0,63237934.37,63225.52717,991.8740897,0.991679485,63301159.89717
4072853,2008.0,111022894.5,96802.8402,1302.86195,1.135988552,111119697.3402
4072853,2009.0,122265382.4,86607.3894,1330.791061,0.94267353,122351989.78940001
4072853,2010.0,116404744.1,244996.0,1222.732263,2.573473409,116649740.1
4072853,2011.0,123540191.5,331641.0,1117.1798,2.999045262,123871832.5
4072853,2012.0,127801266.7,1140337.0,1172.08738,10.4582266,128941603.7
4072853,2013.0,115543335.2,824540.0,1126.492486,8.038872276,116367875.2
4072853,2014.0,115507001.6,635830.0,1187.542828,6.537052695,116142831.6
4072853,2015.0,121438027.8,653912.0,1498.578347,8.06945223,122091939.8
4072853,2016.0,106694736.4,439000.0,1405.912943,5.784688194,107133736.4
4072853,2017.0,108787170.4,382790.0,1246.807191,4.387147151,109169960.4
4072853,2018.0,95801488.22,1089612.375,1109.943612,12.6241076,96891100.595
4072853,2019.0,69981891.32,5365386.0,808.0132078,61.94892238,75347277.32
4072853,2020.0,45254999.0,4990685.0,620.349,68.412,50245684.0
4072853,2021.0,51570264.63,4303184.0,518.508,43.266,55873448.63
4306247,2004.0,12294448.01,365699.5793,775.4303383,23.06525256,12660147.5893
4306247,2005.0,6464344.996,2258.358802,1439.508891,0.502901311,6466603.354802
4306247,2006.0,11074225.7,181596.04,1869.133876,30.65020701,11255821.739999998
4306247,2007.0,10579221.67,2911.906429,1615.570121,0.44468196,10582133.576429
4306247,2008.0,17970505.06,308840.02,2289.352968,39.34468253,18279345.08
4306247,2009.0,22126798.81,183000.01,2837.543946,23.4679483,22309798.82
4306247,2010.0,25610999.99,104279.0,3074.051624,12.51645892,25715278.99
4306247,2011.0,23745900.02,206000.0,2771.379489,24.04222094,23951900.02
4306247,2012.0,20976500.05,146645.0036,2473.755599,17.29382394,21123145.053600002
4306247,2013.0,21699997.94,314000.0,2698.985983,39.05445526,22013997.94
4306247,2014.0,20484403.45,136000.0,3251.175867,21.58519865,20620403.45
4306247,2015.0,19334000.0,85399.00116,5040.46545,22.26392442,19419399.00116
4306247,2016.0,18755700.0,95450.99838,4667.919646,23.75584972,18851150.99838
4306247,2017.0,18489299.99,112602.962,3406.596,20.747,18601902.952
4306247,2018.0,20209810.02,94013.318,3266.736,15.196,20303823.338
4306247,2019.0,19270399.98,134102.93,3160.212,21.992,19404502.91
4306247,2020.0,49043500.0,632115.98,963.389,12.417,49675615.98
4306247,2021.0,69082100.0,650700.0,519.723,4.895,69732800.0
4102079,2004.0,17741380.44,46484.28052,1270.826495,3.329698918,17787864.72052
4102079,2005.0,21071644.08,50933.79315,1520.242416,3.674687768,21122577.87315
4102079,2006.0,22418513.75,121458.58,1542.861339,8.358883624,22539972.33
4102079,2007.0,37845908.12,100453.7677,1481.933846,3.933472487,37946361.8877
4102079,2008.0,40868825.84,185104.817,1164.620464,5.27484833,41053930.657000005
4102079,2009.0,40314484.66,86760.02,1144.129677,2.462259273,40401244.68
4102079,2010.0,39716129.9,68769.98,986.2783185,1.707778185,39784899.879999995
4102079,2011.0,36376852.65,5188706.0,826.4886008,117.8883287,41565558.65
4102079,2012.0,35776205.07,7189301.0,814.3841087,163.6521391,42965506.07
4102079,2013.0,32101945.52,997121.0,737.0203272,22.8926451,33099066.52
4102079,2014.0,30484923.48,1059360.0,765.2576868,26.59292826,31544283.48
4102079,2015.0,31957747.74,970944.0,917.2495113,27.86798109,32928691.74
4102079,2016.0,25725610.74,788971.0,796.0044965,24.41242192,26514581.74
4102079,2017.0,26931548.06,3415197.0,717.4121437,90.97523083,30346745.06
4102079,2018.0,24568865.01,2544044.0,593.5052875,61.45597549,27112909.01
4102079,2019.0,13427104.76,2081745.0,329.164,51.034,15508849.76
4102079,2020.0,13016595.22,1890456.0,344.568,50.043,14907051.22
4157528,2004.0,64407241.12,3075.686052,11571.68033,0.552590907,64410316.806052
4157528,2005.0,53376377.46,43330.83615,10545.7734,8.561037688,53419708.29615
4157528,2006.0,51008422.73,45236.45354,8080.145408,7.165818953,51053659.183539994
4157528,2007.0,53468047.58,41118.81616,7106.039944,5.46479558,53509166.39616
4157528,2008.0,53283766.6,35313.87522,6569.53181,4.35396447,53319080.47522
4157528,2009.0,50313387.48,44657.51859,5815.17814,5.161477669,50358044.99859
4157528,2010.0,47030838.16,40827.22033,6094.302554,5.290431616,47071665.38033
4157528,2011.0,47421311.98,38733.86172,6455.728697,5.273057455,47460045.84172
4157528,2012.0,47835183.06,32986.90213,6221.849985,4.29055652,47868169.96213
4157528,2013.0,41783860.6,29315.5164,5266.4234,3.69491759,41813176.1164
4157528,2014.0,40009096.2,4226.188872,5143.98828,0.543363087,40013322.388872005
4157528,2015.0,34953327.07,3688.627035,5495.428893,0.579932993,34957015.697035
4157528,2016.0,28958046.01,3644.502552,4979.470657,0.62668916,28961690.512552
4157528,2017.0,32315722.45,3599.249938,5915.103957,0.658810509,32319321.699938
4157528,2018.0,30062226.78,4011.574179,5545.307029,0.7399788,30066238.354179002
4157528,2019.0,23562346.41,4815.137306,4267.884906,0.872173402,23567161.547306
4157528,2020.0,15866573.48,3392.551,2994.19,0.64,15869966.031000001
5001070,2004.0,307855.5913,2511.003599,231.3346995,1.886866048,310366.59489899996
5001070,2005.0,34679.18836,4659.41,34.17780003,4.592044704,39338.59836
5001070,2006.0,58959.1477,1161446.0,47.07805816,927.3984525,1220405.1477
5001070,2007.0,78651.0,1262420.0,52.261,838.834,1341071.0
5001070,2008.0,85764.4575,1340645.0,54.69358167,854.954126,1426409.4575
5001070,2009.0,54276.1,865740.0,31.52178458,502.7934908,920016.1
5001070,2010.0,63282.9588,726497.0,34.22640465,392.9237945,789779.9588
5001070,2011.0,68372.2192,804795.0,30.02619497,353.4320206,873167.2192
5001070,2012.0,77360.3192,880011.0,34.31267124,390.3232102,957371.3192
5001070,2013.0,83243.81633,735590.1875,35.66105572,315.1215768,818834.0038300001
5001070,2014.0,91550.81906,771774.25,37.37439339,315.0664813,863325.06906
5001070,2015.0,99774.8042,808347.0,46.40407985,375.9526168,908121.8042
5001070,2016.0,31681.794,819502.6428,14.82156187,383.3845117,851184.4368
5001070,2017.0,28971.8254,1000509.247,12.01651821,414.9768757,1029481.0724
5001070,2018.0,39453.866,1119900.689,17.156,486.988,1159354.555
5001070,2019.0,23791.26604,283704.0,10.27997561,122.5857504,307495.26604
5001070,2020.0,25781.602,602705.0,11.07,258.791,628486.602
5001070,2021.0,23699.849,648767.0,9.977,273.116,672466.849
5001246,2004.0,340295.6373,743.9426387,252.7671692,0.552590907,341039.5799387
5001246,2005.0,277806.2417,607.3302284,230.0381517,0.502901311,278413.5719284
5001246,2006.0,45712.10642,72660.1,27.0807922,43.04533795,118372.20642
5001246,2007.0,59137.82805,2204992.331,31.25248541,1165.269218,2264130.15905
5001246,2008.0,89815.47711,2143167.625,46.22103046,1102.921448,2232983.10211
5001246,2009.0,80569.91226,1840488.433,42.6295832,973.8034034,1921058.3452599999
5001246,2010.0,71636.06428,1949684.711,35.3110349,961.0436526,2021320.77528
5001246,2011.0,65039.9868,1857036.612,29.38913599,839.1253475,1922076.5988
5001246,2012.0,70122.595,1841508.359,31.50545756,827.373309,1911630.954
5001246,2013.0,63918.2066,1736086.277,25.14620308,682.9975434,1800004.4836
5001246,2014.0,75499.4904,1712588.916,29.60195508,671.474468,1788088.4064
5001246,2015.0,66984.48797,1771267.722,30.02391594,793.9210226,1838252.20997
5001246,2016.0,61702.408,1807994.299,27.442,804.103,1869696.7070000002
5001246,2017.0,75533.778,1772097.345,28.802,675.728,1847631.123
5001246,2018.0,62797.812,1617767.595,23.415,603.198,1680565.407
5001246,2019.0,68488.221,1598901.848,26.091,609.114,1667390.069
5001246,2020.0,61497.229,1612109.1,21.722,569.43,1673606.3290000001
5001062,2004.0,4685125.625,2311.817487,1119.879849,0.552590907,4687437.442487
5001062,2005.0,3951432.268,1487.003989,1336.365258,0.502901311,3952919.271989
5001062,2006.0,3826382.335,1795.631092,1007.714417,0.472896637,3828177.966092
5001062,2007.0,3505339.219,1972.369044,790.2989134,0.44468196,3507311.588044
5001062,2008.0,3072378.465,2253.504762,589.0894668,0.432080857,3074631.969762
5001062,2009.0,2393674.917,2139.235288,478.9875058,0.428072738,2395814.152288
5001062,2010.0,3293587.01,1830.257849,752.429362,0.418127635,3295417.2678489997
5001062,2011.0,3993636.177,845057.3559,742.9074325,157.1999458,4838693.5329
5001062,2012.0,3127419.729,1053372.792,767.0211548,258.3469074,4180792.5209999997
5001062,2013.0,2814487.664,985510.6982,666.341298,233.3236298,3799998.3622
5001062,2014.0,1789021.175,1016410.339,477.3400221,271.1948526,2805431.514
5001062,2015.0,1759550.825,1088782.0,534.315169,330.6257086,2848332.825
5001062,2016.0,1027566.734,908290.0,332.2399713,293.6745941,1935856.7340000002
5001062,2017.0,1373338.003,451625.0,392.5865449,129.1028851,1824963.003
5001062,2018.0,1108015.302,411000.0,329.6597765,122.2818565,1519015.302
5001062,2019.0,1085552.823,392001.767,248.958,89.901,1477554.59
5001062,2020.0,662079.532,406000.018,179.205,109.892,1068079.55
5001062,2021.0,456989.287,146090.0,80.719,25.804,603079.287
