entity_id,year,absolute_ghg_scope_1,absolute_ghg_scope_2,intensity_ghg_scope_1,intensity_ghg_scope_2,exchange,is_eu,country
4057052,2006,1493156.059,5094.337584,216.8929388,0.739993548,NYSE,#N/A,United States
4057052,2007,1178693.507,4574.496272,202.4470876,0.785694875,NYSE,#N/A,United States
4057052,2008,1136906.518,4732.061301,196.0151546,0.815859275,NYSE,#N/A,United States
4057052,2009,3257715.83,427342,598.9075748,78.56374657,NYSE,#N/A,United States
4057052,2010,3545127.325,431129,723.7656768,88.01838238,NYSE,#N/A,United States
4057052,2011,2611628.896,368221,584.8235307,82.45593606,NYSE,#N/A,United States
4057052,2012,1733852.004,598397.1776,276.3643656,95.38049152,NYSE,#N/A,United States
4057052,2013,2030103.266,634665,278.0506309,86.92612173,NYSE,#N/A,United States
4057052,2014,1799614.88,614910,232.4513208,79.42623904,NYSE,#N/A,United States
4057052,2015,1623680.649,571073,204.1130648,71.78964677,NYSE,#N/A,United States
4057052,2016,852974.2502,684892,111.6589978,89.65611132,NYSE,#N/A,United States
4057052,2017,713844.6,542570,92.08581067,69.99142151,NYSE,#N/A,United States
4057052,2018,169775.7012,642868,20.09610357,76.09535297,NYSE,#N/A,United States
4057052,2019,129226.6407,528049.875,15.15588351,61.93043746,NYSE,#N/A,United States
4057052,2020,173693.38,511638,19.506,57.459,NYSE,#N/A,United States
4057055,2004,19861658.94,18718.8122,4031.517495,3.799542581,NYSE,#N/A,United States
4057055,2005,21788510.89,21380.23385,3663.04333,3.594404565,NYSE,#N/A,United States
4057055,2006,21227743.3,11235.09647,5300.314185,2.805269516,NYSE,#N/A,United States
4057055,2007,19538982,12397.78658,5145.086896,3.264637292,NYSE,#N/A,United States
4057055,2008,23800462.9,11017.53088,5846.774038,2.706544564,NYSE,#N/A,United States
4057055,2009,22423378.85,534307,7813.840769,186.1891487,NYSE,#N/A,United States
4057055,2010,22443469.56,597787,6038.22261,160.8294551,NYSE,#N/A,United States
4057055,2011,24046531.29,569181,6140.742166,145.351266,NYSE,#N/A,United States
4057055,2012,23124485.5,551907,6298.890445,150.3342303,NYSE,#N/A,United States
4057055,2013,20630659.23,706661,7194.148353,246.4208251,NYSE,#N/A,United States
4057055,2014,19715392.78,259253.5156,8036.929917,105.6840388,NYSE,#N/A,United States
4057055,2015,16753882.07,258056,7626.147284,117.4637051,NYSE,#N/A,United States
4057055,2016,17492202.26,211655.7031,7742.653268,93.68612922,NYSE,#N/A,United States
4057055,2017,15205143.73,183982,6724.666638,81.36836053,NYSE,#N/A,United States
4057055,2018,14129997.23,170973,6223.845848,75.30854953,NYSE,#N/A,United States
4057055,2019,12590291.92,152342,5641.822873,68.26581825,NYSE,#N/A,United States
4057055,2020,12407823,150134,5846.404,70.741,NYSE,#N/A,United States
4057055,2021,12624671.02,152739,3455.311,41.804,NYSE,#N/A,United States
4057056,2004,13805005.24,8020.857013,951.0854455,0.552590907,NASDAQGS,#N/A,United States
4057056,2005,12256743.81,58134.44567,798.1208773,3.78553354,NASDAQGS,#N/A,United States
4057056,2006,13298746.22,52302.08368,906.5082004,3.565168248,NASDAQGS,#N/A,United States
4057056,2007,10156633.08,63121.30136,536.933571,3.336927255,NASDAQGS,#N/A,United States
4057056,2008,9338093.435,61084.25977,495.1528738,3.238995945,NASDAQGS,#N/A,United States
4057056,2009,8720986.152,232425,503.5796338,13.42101619,NASDAQGS,#N/A,United States
4057056,2010,9318472.133,277000,499.8107774,14.85732675,NASDAQGS,#N/A,United States
4057056,2011,6600297.284,5541932,348.7791843,292.8520397,NASDAQGS,#N/A,United States
4057056,2012,25476266.71,5691542,1084.603997,242.3066642,NASDAQGS,#N/A,United States
4057056,2013,18696674.9,6269876,751.2325431,251.9236665,NASDAQGS,#N/A,United States
4057056,2014,16786459.26,6519495,611.9967648,237.686208,NASDAQGS,#N/A,United States
4057056,2015,7677225.796,8082297,260.713431,274.469377,NASDAQGS,#N/A,United States
4057056,2016,9723517.003,7061329,310.0610301,225.169858,NASDAQGS,#N/A,United States
4057056,2017,10200734.34,6520843,304.2180173,194.4720706,NASDAQGS,#N/A,United States
4057056,2018,9526533.312,6120046,264.7362247,170.0721364,NASDAQGS,#N/A,United States
4057056,2019,9394820.195,6103307,272.8038851,177.2259423,NASDAQGS,#N/A,United States
4057056,2020,8492517,5227670,257.045,158.227,NASDAQGS,#N/A,United States
4057057,2004,1395482.71,21336.62015,125.946093,1.925687739,NYSE,#N/A,United States
4057057,2005,2729598.43,22161.32133,233.2392062,1.893644478,NYSE,#N/A,United States
4057057,2006,2463195.703,21273.48901,196.4427548,1.696585773,NYSE,#N/A,United States
4057057,2007,2209242.279,20201.16575,166.8990163,1.526113602,NYSE,#N/A,United States
4057057,2008,8143932.481,20701.41467,556.7355013,1.415190082,NYSE,#N/A,United States
4057057,2009,3472049.709,998016,259.1275251,74.4843645,NYSE,#N/A,United States
4057057,2010,3393108.443,975280,245.1490819,70.46311683,NYSE,#N/A,United States
4057057,2011,3447028.281,1206920,230.4599253,80.69173513,NYSE,#N/A,United States
4057057,2012,4110000.353,1260000,273.2713001,83.77659574,NYSE,#N/A,United States
4057057,2013,4174078.748,1262066,267.6034595,80.91204025,NYSE,#N/A,United States
4057057,2014,3774974.204,1204714,220.9138818,70.50062646,NYSE,#N/A,United States
4057057,2015,4894669.152,1592047,290.7781828,94.57892235,NYSE,#N/A,United States
4057057,2016,3949925.562,1243956,223.5890029,70.41522109,NYSE,#N/A,United States
4057057,2017,4281594.882,650527,249.8742271,37.96480887,NYSE,#N/A,United States
4057057,2018,4115621.696,816018,245.5768063,48.69133003,NYSE,#N/A,United States
4057057,2019,4495572.358,2930616,262.4540243,171.0909984,NYSE,#N/A,United States
4057057,2020,3899490,1237881,211.137,67.025,NYSE,#N/A,United States
4057057,2021,4458776,833649,216.005,40.386,NYSE,#N/A,United States
4057058,2004,33499339.93,3211.658351,5763.823112,0.552590907,NYSE,#N/A,United States
4057058,2005,33410368.38,4131.722302,5372.305577,0.664370848,NYSE,#N/A,United States
4057058,2006,30890863.84,4240.411702,4477.585714,0.614641499,NYSE,#N/A,United States
4057058,2007,31941374.6,3791.912361,4915.570114,0.583550687,NYSE,#N/A,United States
4057058,2008,35734565.27,3475.65841,4442.387527,0.432080857,NYSE,#N/A,United States
4057058,2009,30832297.42,3234.517608,4080.505217,0.428072738,NYSE,#N/A,United States
4057058,2010,39415505.88,3870.91712,4625.690163,0.454279676,NYSE,#N/A,United States
4057058,2011,68355540.13,7089.452049,5366.694967,0.556603409,NYSE,#N/A,United States
4057058,2012,64629161.86,6749.566146,5260.395121,0.549370962,NYSE,#N/A,United States
4057058,2013,57420746.45,6624.251028,4841.555083,0.558538128,NYSE,#N/A,United States
4057058,2014,57436040.93,7779.007976,4994.877022,0.67649489,NYSE,#N/A,United States
4057058,2015,31264198.58,5632.259286,4076.698211,0.734418997,NYSE,#N/A,United States
4057058,2016,29225822.24,5663.411556,3887.963582,0.753413803,NYSE,#N/A,United States
4057058,2017,28590592.09,539891,3839.209359,72.49778434,NYSE,#N/A,United States
4057058,2018,29618424.24,328573,3804.55,42.206,NYSE,#N/A,United States
4057058,2019,26851640.16,581512,3456.254,74.85,NYSE,#N/A,United States
4057058,2020,25096484.38,583248,3299.13,76.673,NYSE,#N/A,United States
4057058,2021,26516109.16,548507.957,4585.182,94.848,NYSE,#N/A,United States
